node_id	pr_value
663930	0.00017273070278496158
482708	9.30887598654164e-05
1034017	5.434660300288101e-05
663559	4.8376351856915713e-05
357530	4.629898914577236e-05
1120567	4.552628681903149e-05
663605	4.360053614118438e-05
663682	3.673421721596661e-05
1108860	3.4689337212130614e-05
664788	3.4218540417733075e-05
